loan_id,reporting_month,origination_month,month_index,loan_age_months,remaining_term_months,original_balance,current_balance,interest_rate,credit_score,ltv,servicer_name,current_status,days_past_due,document_status,last_updated_at,source_system,next_3m_delinquency_flag,next_6m_delinquency_flag,next_12m_default_flag,next_12m_prepayment_flag,next_state,exception_type,exception_required
L000248,2024-06-01,2023-01-01,17,17,343,342055,325260.06,6.0,775,73.4,Beacon,Current,0,complete,2024-06-02,core,0.0,0.0,0.0,0.0,current,none,0
L000248,2024-07-01,2023-01-01,18,18,342,342055,324624.52,6.0,808,73.3,Beacon,Current,0,complete,2024-07-04,core,0.0,0.0,0.0,0.0,current,none,0
L000248,2024-09-01,2023-01-01,20,20,340,342055,322378.23,6.0,804,72.8,Beacon,Delinquent,0,complete,2024-09-20,core,0.0,0.0,0.0,0.0,nan,none,0
L000249,2023-09-01,2023-09-01,0,0,240,143270,,5.0,658,65.9,Cedar,,0,pending,2023-09-07,core,0.0,0.0,0.0,0.0,current,data_break,0
L000249,2023-10-01,2023-09-01,1,1,239,143270,141872.44,5.0,664,65.6,Cedar,Current,0,complete,2023-10-11,core,0.0,0.0,0.0,0.0,current,none,0
L000249,2023-11-01,2023-09-01,2,2,238,143270,141291.71,5.0,683,65.3,Cedar,Current,0,complete,2023-11-19,core,0.0,0.0,0.0,0.0,current,none,0
L000249,2023-12-01,2023-09-01,3,3,237,143270,140694.98,5.0,676,65.0,Cedar,Current,0,pending,2023-12-02,core,0.0,0.0,0.0,0.0,current,none,0
L000249,2024-02-01,2023-09-01,5,5,235,143270,139689.95,5.0,691,64.5,Cedar,Current,0,complete,2024-02-03,core,0.0,0.0,0.0,0.0,current,none,0
L000249,2024-03-01,2023-09-01,6,6,234,143270,139050.44,5.0,654,64.3,Cedar,Delinquent,0,complete,2024-03-20,core,0.0,0.0,0.0,0.0,current,none,0
L000249,2024-04-01,2023-09-01,7,7,233,143270,138407.24,5.0,643,64.0,Cedar,Current,0,complete,2024-04-18,core,0.0,0.0,0.0,0.0,current,none,0
L000249,2024-05-01,2023-09-01,8,8,232,143270,137714.89,5.0,648,63.6,Cedar,Current,0,missing,2024-05-20,core,0.0,0.0,0.0,0.0,current,missing_docs,0
L000249,2024-06-01,2023-09-01,9,9,231,143270,136997.89,5.0,643,63.3,Cedar,Current,0,complete,2024-06-18,core,0.0,0.0,0.0,0.0,current,none,0
L000249,2024-07-01,2023-09-01,10,10,230,143270,136439.27,5.0,643,63.0,Cedar,Current,0,pending,2024-07-07,core,0.0,0.0,0.0,0.0,current,none,0
L000249,2024-08-01,2023-09-01,11,11,229,143270,135813.74,5.0,661,62.8,Cedar,Current,0,complete,2024-08-05,core,0.0,0.0,0.0,0.0,current,none,0
L000249,2024-12-01,2023-09-01,15,15,225,143270,121481.66,5.0,644,61.6,Cedar,Current,0,complete,2024-12-16,core,0.0,0.0,0.0,0.0,current,none,0
L000250,2024-02-01,2023-09-01,5,5,355,307556,302184.68,7.25,601,66.0,Cedar,Current,0,complete,2024-02-07,core,0.0,0.0,0.0,0.0,current,none,0
L000250,2024-04-01,2023-09-01,7,7,353,307556,300311.81,7.25,618,65.6,Cedar,Current,0,complete,2024-04-11,core,0.0,0.0,0.0,0.0,current,none,1
L000250,2024-06-01,2023-09-01,9,9,351,307556,298655.64,7.25,602,65.3,Cedar,Delinquent,0,complete,2024-06-16,core,0.0,0.0,0.0,0.0,current,none,0
L000250,2024-10-01,2023-09-01,13,13,347,307556,294739.25,7.25,588,64.4,Cedar,Current,0,complete,2024-10-08,core,0.0,0.0,0.0,0.0,current,none,0
L000250,2024-11-01,2023-09-01,14,14,346,307556,294086.32,7.25,597,64.3,Cedar,Current,0,complete,2024-11-15,core,0.0,0.0,0.0,0.0,current,none,0
L000250,2024-12-01,2023-09-01,15,15,345,307556,293426.18,7.25,593,64.1,Cedar,Current,0,complete,2024-12-08,core,0.0,0.0,0.0,0.0,current,none,0
L000251,2024-01-01,2023-12-01,1,1,179,132824,131520.98,5.5,592,85.8,Atlas,Current,0,complete,2024-01-06,core,0.0,0.0,0.0,0.0,current,none,0
L000251,2024-03-01,2023-12-01,3,3,177,132824,129871.24,5.5,608,84.8,Atlas,Current,0,complete,2024-03-16,core,0.0,0.0,0.0,0.0,current,none,0
L000251,2024-04-01,2023-12-01,4,4,176,132824,128942.94,5.5,622,84.2,Atlas,Current,0,complete,2024-04-04,core,0.0,0.0,0.0,0.0,current,none,0
L000251,2024-05-01,2023-12-01,5,5,175,132824,128327.63,5.5,627,83.8,Atlas,Current,0,complete,2024-05-18,core,0.0,0.0,0.0,0.0,current,none,0
L000251,2024-07-01,2023-12-01,7,7,173,132824,127134.01,5.5,604,83.0,Atlas,Current,0,complete,2024-07-11,core,0.0,0.0,0.0,0.0,current,none,0
L000251,2024-08-01,2023-12-01,8,8,172,132824,126488.43,5.5,616,82.6,Atlas,Current,0,complete,2024-08-18,core,0.0,0.0,0.0,0.0,current,none,0
L000251,2024-09-01,2023-12-01,9,9,171,132824,125616.61,5.5,614,82.0,Atlas,Current,0,complete,2024-09-15,core,0.0,0.0,0.0,0.0,current,none,0
L000251,2024-11-01,2023-12-01,11,11,169,132824,124042.0,5.5,609,81.0,Atlas,Current,0,complete,2024-11-10,core,0.0,0.0,0.0,0.0,current,none,0
L000251,2024-12-01,2023-12-01,12,12,168,132824,123127.11,5.5,607,80.4,Atlas,Current,0,complete,2024-12-18,core,0.0,0.0,0.0,0.0,current,none,0
L000252,2023-05-01,2023-05-01,0,0,360,214676,214213.28,6.0,691,72.6,Atlas,Current,0,complete,2023-05-16,core,0.0,1.0,1.0,0.0,current,none,0
L000252,2023-07-01,2023-05-01,2,2,358,214676,213065.94,6.0,684,72.3,Atlas,Delinquent,0,complete,2023-07-17,core,0.0,1.0,1.0,0.0,current,none,0
L000252,2023-08-01,2023-05-01,3,3,357,214676,212477.92,6.0,691,72.1,Atlas,Current,0,complete,2023-08-10,core,0.0,1.0,1.0,0.0,current,none,0
L000252,2023-10-01,2023-05-01,5,5,355,214676,211174.73,6.0,708,71.6,Atlas,Current,0,complete,2023-10-11,core,1.0,1.0,1.0,0.0,current,none,0
L000252,2023-12-01,2023-05-01,7,7,353,214676,210007.12,6.0,708,71.2,Atlas,Current,0,complete,2023-12-18,core,1.0,1.0,1.0,0.0,current,none,0
L000252,2024-01-01,2023-05-01,8,8,352,214676,196102.34,6.0,686,71.0,Atlas,Current,0,complete,2024-01-20,core,1.0,1.0,1.0,0.0,default,none,0
L000252,2024-02-01,2023-05-01,9,9,351,214676,209295.48,6.0,686,71.0,Atlas,Default,120,complete,2024-02-17,core,,,,0.0,default,none,0
L000252,2024-03-01,2023-05-01,10,10,350,214676,209295.48,6.0,679,71.0,Atlas,Default,120,complete,2024-03-18,core,,,,0.0,default,none,0
L000252,2024-05-01,2023-05-01,12,12,348,214676,209295.48,6.0,698,71.0,Atlas,Default,120,complete,2024-05-07,core,,,,0.0,default,none,0
L000252,2024-07-01,2023-05-01,14,14,346,214676,209295.48,6.0,690,71.0,Atlas,Default,120,complete,2024-07-11,core,,,,0.0,default,none,0
L000252,2024-09-01,2023-05-01,16,16,344,214676,209295.48,6.0,692,71.0,Atlas,Default,120,complete,2024-09-18,core,,,,0.0,default,none,0
L000252,2024-12-01,2023-05-01,19,19,341,214676,209295.48,6.0,691,71.0,Atlas,Default,120,pending,2024-12-09,core,,,,0.0,default,none,0
L000253,2024-01-01,2023-12-01,1,1,359,449372,446363.68,6.0,762,69.2,Cedar,Current,0,complete,2024-01-17,core,0.0,0.0,0.0,0.0,current,none,1
L000253,2024-02-01,2023-12-01,2,2,358,449372,445577.08,6.0,735,69.1,Cedar,Current,0,complete,2024-02-16,core,0.0,0.0,0.0,0.0,current,none,1
L000253,2024-03-01,2023-12-01,3,3,357,449372,444169.85,6.0,731,68.9,Cedar,Current,0,complete,2024-03-13,core,0.0,0.0,0.0,0.0,current,none,0
L000253,2024-04-01,2023-12-01,4,4,356,449372,442872.27,6.0,749,68.7,Cedar,Current,0,complete,2024-04-04,core,0.0,0.0,0.0,0.0,current,none,0
L000253,2024-07-01,2023-12-01,7,7,353,449372,438929.44,6.0,744,68.1,Cedar,Delinquent,0,complete,2024-07-05,core,0.0,0.0,0.0,0.0,current,none,0
L000253,2024-08-01,2023-12-01,8,8,352,449372,437546.45,6.0,738,67.9,Cedar,Current,0,complete,2024-08-20,core,0.0,0.0,0.0,0.0,current,none,0
L000253,2024-09-01,2023-12-01,9,9,351,449372,436171.2,6.0,722,67.7,Cedar,Current,0,complete,2024-09-09,core,0.0,0.0,0.0,0.0,current,none,0
L000253,2024-10-01,2023-12-01,10,10,350,449372,434732.02,6.0,733,67.4,Cedar,Current,0,pending,2024-10-04,core,0.0,0.0,0.0,0.0,current,none,0
L000253,2024-11-01,2023-12-01,11,11,349,449372,433636.09,6.0,748,67.3,Cedar,Current,0,complete,2024-11-05,core,0.0,0.0,0.0,0.0,current,none,0
L000253,2024-12-01,2023-12-01,12,12,348,449372,432617.46,6.0,741,67.1,Cedar,Current,0,complete,2024-12-15,core,0.0,0.0,0.0,0.0,current,none,0
L000254,2023-07-01,2023-07-01,0,0,360,484649,483313.16,8.5,653,80.8,Cedar,Current,0,complete,2023-07-19,core,0.0,0.0,0.0,0.0,current,none,0
L000254,2023-10-01,2023-07-01,3,3,357,484649,479476.5,8.5,643,80.1,Cedar,Current,0,complete,2023-10-05,core,0.0,0.0,0.0,0.0,current,none,0
L000254,2023-11-01,2023-07-01,4,4,356,484649,478118.12,8.5,644,79.9,Cedar,Current,0,pending,2023-11-15,core,0.0,0.0,0.0,0.0,current,none,0
L000254,2024-01-01,2023-07-01,6,6,354,484649,475254.39,8.5,659,79.4,Cedar,Current,0,complete,2024-01-07,core,0.0,0.0,0.0,0.0,current,none,0
L000254,2024-02-01,2023-07-01,7,7,353,484649,473950.98,8.5,667,79.2,Cedar,Current,0,complete,2024-02-03,core,0.0,1.0,0.0,0.0,current,none,0
L000254,2024-03-01,2023-07-01,8,8,352,484649,472933.14,8.5,642,79.0,Cedar,Current,0,complete,2024-03-13,core,0.0,1.0,0.0,0.0,current,none,0
L000254,2024-04-01,2023-07-01,9,9,351,484649,471847.4,8.5,634,78.9,Cedar,Current,0,complete,2024-04-02,core,0.0,1.0,0.0,0.0,current,none,0
L000254,2024-07-01,2023-07-01,12,12,348,484649,468083.68,8.5,679,78.2,Cedar,Current,0,complete,2024-07-12,core,1.0,1.0,0.0,0.0,current,none,1
L000254,2024-08-01,2023-07-01,13,13,347,484649,466891.5,8.5,621,78.0,Cedar,Delinquent,0,complete,2024-08-03,core,1.0,1.0,0.0,0.0,current,none,0
L000254,2024-09-01,2023-07-01,14,14,346,484649,465354.18,8.5,643,77.8,Cedar,Current,0,complete,2024-09-18,core,1.0,1.0,0.0,0.0,30_dpd,none,1
L000254,2024-11-01,2023-07-01,16,16,344,484649,462779.8,8.5,648,77.3,Cedar,30 DPD,30,missing,2024-11-16,core,1.0,1.0,0.0,0.0,60_dpd,missing_docs,1
L000254,2024-12-01,2023-07-01,17,17,343,484649,461110.54,8.5,667,77.1,Cedar,60 DPD,60,complete,2024-12-04,core,0.0,0.0,0.0,0.0,current,none,0
L000255,2023-12-01,2023-11-01,1,1,359,531645,528650.43,6.75,766,81.5,Cedar,Current,0,complete,2023-12-04,core,0.0,0.0,0.0,1.0,current,none,0
L000255,2024-03-01,2023-11-01,4,4,356,531645,524086.29,6.75,776,80.8,Cedar,Current,0,missing,2024-03-05,core,0.0,0.0,0.0,1.0,current,missing_docs,1
L000255,2024-07-01,2023-11-01,8,8,352,531645,517403.94,6.75,791,79.8,Cedar,Current,0,complete,2024-07-10,core,0.0,0.0,0.0,1.0,current,none,0
L000255,2024-08-01,2023-11-01,9,9,351,531645,516121.3,6.75,754,79.6,Cedar,Current,0,complete,2024-08-03,core,0.0,0.0,0.0,1.0,current,none,0
L000255,2024-09-01,2023-11-01,10,10,350,531645,514851.42,6.75,771,79.4,Cedar,Current,0,complete,2024-09-03,core,0.0,0.0,0.0,1.0,current,none,0
L000255,2024-11-01,2023-11-01,12,12,348,531645,511589.62,6.75,797,78.9,Cedar,Current,0,complete,2024-11-12,core,0.0,0.0,0.0,1.0,current,none,0
L000256,2023-07-01,2023-06-01,1,1,239,364331,361630.15,7.25,624,60.3,Cedar,Current,0,complete,2023-07-09,core,0.0,0.0,0.0,0.0,current,none,0
L000256,2023-08-01,2023-06-01,2,2,238,364331,360059.29,7.25,647,60.0,Cedar,Current,0,complete,2023-08-07,core,0.0,0.0,0.0,0.0,current,none,0
L000256,2023-10-01,2023-06-01,4,4,236,364331,356929.15,7.25,622,59.5,Cedar,Current,0,complete,2023-10-07,core,0.0,0.0,0.0,0.0,current,none,0
L000256,2023-11-01,2023-06-01,5,5,235,364331,355155.28,7.25,623,59.2,Cedar,Delinquent,0,complete,2023-11-10,core,0.0,0.0,0.0,0.0,current,none,0
L000256,2024-02-01,2023-06-01,8,8,232,364331,350616.11,7.25,642,58.4,Cedar,Current,0,complete,2024-02-07,core,0.0,0.0,0.0,0.0,current,none,0
L000256,2024-04-01,2023-06-01,10,10,230,364331,347775.88,7.25,660,57.9,Cedar,Current,0,complete,2024-04-05,core,0.0,0.0,0.0,0.0,current,none,0
L000256,2024-06-01,2023-06-01,12,12,228,364331,344163.03,7.25,645,57.3,Cedar,Current,0,complete,2024-06-05,core,0.0,0.0,0.0,0.0,current,none,0
L000256,2024-07-01,2023-06-01,13,13,227,364331,342480.73,7.25,634,57.1,Cedar,Current,0,complete,2024-07-05,core,0.0,0.0,0.0,0.0,current,none,0
L000256,2024-11-01,2023-06-01,17,17,223,364331,308137.24,7.25,641,56.1,Cedar,Current,0,complete,2024-11-06,core,0.0,0.0,0.0,0.0,current,none,0
L000257,2023-06-01,2023-05-01,1,1,359,157971,157168.65,7.75,677,62.0,Cedar,Current,0,complete,2023-06-11,core,0.0,1.0,1.0,0.0,current,none,0
L000257,2023-09-01,2023-05-01,4,4,356,157971,155767.18,7.75,702,61.4,Cedar,Current,0,complete,2023-09-13,core,0.0,1.0,1.0,0.0,current,none,0
L000257,2023-10-01,2023-05-01,5,5,355,157971,155272.92,7.75,656,61.2,Cedar,Current,0,complete,2023-10-12,core,0.0,1.0,1.0,0.0,current,none,0
L000257,2023-11-01,2023-05-01,6,6,354,157971,154891.14,7.75,687,61.1,Cedar,Current,0,complete,2023-11-19,core,1.0,1.0,1.0,0.0,current,none,0
L000257,2023-12-01,2023-05-01,7,7,353,157971,171733.43,7.75,681,60.9,Cedar,Current,0,complete,2023-12-18,core,1.0,1.0,1.0,0.0,current,none,0
L000257,2024-01-01,2023-05-01,8,8,352,157971,154106.96,7.75,696,60.8,Cedar,Current,0,complete,2024-01-05,core,1.0,1.0,1.0,0.0,30_dpd,none,0
L000257,2024-02-01,2023-05-01,9,9,351,157971,153652.89,7.75,685,60.6,Cedar,30 DPD,30,complete,2024-02-20,core,1.0,1.0,1.0,0.0,default,none,0
L000257,2024-05-01,2023-05-01,12,12,348,157971,153652.89,7.75,684,60.6,Cedar,Default,120,complete,2024-05-07,core,,,,0.0,default,none,0
L000257,2024-06-01,2023-05-01,13,13,347,157971,153652.89,7.75,695,60.6,Cedar,Default,120,complete,2024-06-09,core,,,,0.0,default,none,0
L000257,2024-07-01,2023-05-01,14,14,346,157971,153652.89,7.75,693,60.6,Cedar,Default,120,complete,2024-07-13,core,,,,0.0,default,none,0
L000257,2024-08-01,2023-05-01,15,15,345,157971,153652.89,7.75,696,60.6,Cedar,Default,120,complete,2024-08-05,core,,,,0.0,default,none,0
L000258,2023-09-01,2023-09-01,0,0,360,568398,567087.23,5.25,663,82.5,Beacon,Current,0,complete,2023-09-07,core,0.0,0.0,0.0,0.0,current,none,0
L000258,2023-10-01,2023-09-01,1,1,359,568398,565584.1,5.25,672,82.3,Beacon,Current,0,complete,2023-10-19,core,0.0,0.0,0.0,0.0,nan,none,0
L000259,2023-05-01,2023-03-01,2,2,238,483872,477627.42,5.0,707,78.9,Atlas,Current,0,pending,2023-05-14,core,0.0,0.0,0.0,0.0,current,none,0
L000259,2023-08-01,2023-03-01,5,5,235,483872,471271.46,5.0,717,77.8,Atlas,Current,0,complete,2023-08-16,core,0.0,0.0,0.0,0.0,current,none,0
L000259,2023-10-01,2023-03-01,7,7,233,483872,466631.65,5.0,679,77.1,Atlas,Current,0,complete,2023-10-11,core,0.0,0.0,0.0,0.0,current,none,0
L000259,2023-11-01,2023-03-01,8,8,232,483872,509287.97,5.0,726,76.7,Atlas,Current,0,complete,2023-11-03,core,0.0,0.0,0.0,0.0,current,none,0
L000259,2024-09-01,2023-03-01,18,18,222,483872,445042.88,5.0,714,73.5,Atlas,Current,0,missing,2024-09-07,core,0.0,0.0,0.0,0.0,current,missing_docs,1
L000259,2024-11-01,2023-03-01,20,20,220,483872,441629.44,5.0,714,72.9,Atlas,Current,0,complete,2024-11-13,core,0.0,0.0,0.0,0.0,current,none,0
L000259,2024-12-01,2023-03-01,21,21,219,483872,439383.77,5.0,703,72.6,Atlas,Current,0,complete,2024-12-10,core,0.0,0.0,0.0,0.0,current,none,0
L000260,2023-07-01,2023-07-01,0,0,360,219469,218862.43,6.75,637,68.7,Atlas,Current,0,complete,2023-07-19,core,0.0,0.0,0.0,0.0,current,none,0
L000260,2023-10-01,2023-07-01,3,3,357,219469,216880.22,6.75,621,68.1,Atlas,Current,0,complete,2023-10-19,core,0.0,0.0,0.0,0.0,current,none,0
L000260,2023-11-01,2023-07-01,4,4,356,219469,216257.5,6.75,606,67.9,Atlas,Current,0,complete,2023-11-05,core,0.0,0.0,0.0,0.0,current,none,0
L000260,2024-01-01,2023-07-01,6,6,354,219469,215292.23,6.75,644,67.6,Atlas,Current,0,complete,2024-01-14,core,0.0,0.0,0.0,0.0,current,none,0
L000260,2024-02-01,2023-07-01,7,7,353,219469,214670.55,6.75,618,67.4,Atlas,Current,0,complete,2024-02-16,core,0.0,0.0,0.0,0.0,current,none,0
L000260,2024-03-01,2023-07-01,8,8,352,219469,214118.45,6.75,601,67.2,Atlas,Current,0,pending,2024-03-06,core,0.0,0.0,0.0,0.0,current,none,0
L000260,2024-06-01,2023-07-01,11,11,349,219469,212333.46,6.75,620,66.7,Atlas,Current,0,complete,2024-06-17,core,0.0,0.0,0.0,0.0,current,none,0
L000260,2024-07-01,2023-07-01,12,12,348,219469,211707.56,6.75,626,66.5,Atlas,Current,0,complete,2024-07-16,core,0.0,0.0,0.0,0.0,current,none,0
L000260,2024-08-01,2023-07-01,13,13,347,219469,211259.39,6.75,609,66.3,Atlas,Current,0,complete,2024-08-12,core,0.0,0.0,0.0,0.0,current,none,0
L000260,2024-09-01,2023-07-01,14,14,346,219469,210722.4,6.75,604,66.2,Atlas,Current,0,complete,2024-09-17,core,0.0,0.0,0.0,0.0,current,none,0
L000260,2024-10-01,2023-07-01,15,15,345,219469,209945.41,6.75,611,65.9,Atlas,Current,0,complete,2024-10-06,core,0.0,0.0,0.0,0.0,current,none,0
L000260,2024-11-01,2023-07-01,16,16,344,219469,209389.64,6.75,628,65.7,Atlas,Current,0,complete,2024-11-08,core,0.0,0.0,0.0,0.0,current,none,0
L000261,2023-07-01,2023-06-01,1,1,239,455111,451585.08,6.5,799,89.2,Beacon,Current,0,complete,2023-07-12,core,0.0,0.0,0.0,0.0,current,none,0
L000261,2024-01-01,2023-06-01,7,7,233,455111,440224.84,6.5,819,87.0,Beacon,Current,0,complete,2024-01-19,core,0.0,0.0,0.0,0.0,nan,none,0
L000262,2023-11-01,2023-10-01,1,1,359,90342,89905.86,6.0,811,70.2,Cedar,Current,0,complete,2023-11-19,core,0.0,0.0,0.0,0.0,current,none,0
L000262,2023-12-01,2023-10-01,2,2,358,90342,89652.1,6.0,817,70.0,Cedar,Current,0,complete,2023-12-02,core,0.0,0.0,0.0,0.0,current,none,0
L000262,2024-02-01,2023-10-01,4,4,356,90342,89207.9,6.0,797,69.6,Cedar,Current,0,complete,2024-02-14,core,0.0,0.0,0.0,0.0,current,none,0
L000262,2024-03-01,2023-10-01,5,5,355,90342,88953.4,6.0,796,69.4,Cedar,Current,0,complete,2024-03-17,core,0.0,0.0,0.0,0.0,current,none,0
L000262,2024-04-01,2023-10-01,6,6,354,90342,88763.08,6.0,816,69.3,Cedar,Current,30,complete,2024-04-19,core,0.0,0.0,0.0,0.0,current,none,0
L000262,2024-05-01,2023-10-01,7,7,353,90342,88550.2,6.0,803,69.1,Cedar,Current,0,complete,2024-05-11,core,0.0,0.0,0.0,0.0,current,none,1
L000262,2024-06-01,2023-10-01,8,8,352,90342,88293.62,6.0,785,68.9,Cedar,Current,0,pending,2024-06-07,core,0.0,0.0,0.0,0.0,current,none,0
L000262,2024-07-01,2023-10-01,9,9,351,90342,88043.09,6.0,815,68.7,Cedar,Current,0,complete,2024-07-13,core,0.0,0.0,0.0,0.0,current,none,0
L000262,2024-08-01,2023-10-01,10,10,350,90342,87765.94,6.0,809,68.5,Cedar,Current,0,complete,2024-08-16,core,0.0,0.0,0.0,0.0,current,none,0
L000262,2024-09-01,2023-10-01,11,11,349,90342,87433.48,6.0,790,68.2,Cedar,Current,0,complete,2024-09-07,core,0.0,0.0,0.0,0.0,current,none,0
L000262,2024-10-01,2023-10-01,12,12,348,90342,87120.09,6.0,804,68.0,Cedar,Current,0,complete,2024-10-19,core,0.0,0.0,0.0,0.0,current,none,0
L000263,2023-02-01,2023-01-01,1,1,359,394098,392259.34,6.0,745,42.8,Cedar,Current,0,complete,2023-02-19,core,0.0,0.0,0.0,1.0,current,none,0
L000263,2023-03-01,2023-01-01,2,2,358,394098,390890.25,6.0,759,42.7,Cedar,Current,0,complete,2023-03-20,core,0.0,0.0,0.0,1.0,current,none,0
L000263,2023-04-01,2023-01-01,3,3,357,394098,389704.26,6.0,727,42.5,Cedar,Current,0,missing,2023-04-02,core,0.0,0.0,0.0,1.0,current,missing_docs,1
L000263,2023-06-01,2023-01-01,5,5,355,394098,387481.25,6.0,731,42.3,Cedar,Current,0,complete,2023-06-19,core,0.0,0.0,0.0,1.0,current,none,0
L000263,2023-07-01,2023-01-01,6,6,354,394098,386579.12,6.0,738,42.2,Cedar,Current,0,complete,2023-07-19,core,0.0,0.0,0.0,1.0,current,none,0
L000263,2023-09-01,2023-01-01,8,8,352,394098,407474.2,6.0,737,41.9,Cedar,Current,0,complete,2023-09-13,core,0.0,0.0,0.0,1.0,current,none,0
L000263,2023-10-01,2023-01-01,9,9,351,394098,383388.58,6.0,755,41.8,Cedar,Current,0,complete,2023-10-20,core,0.0,0.0,0.0,1.0,current,none,0
L000263,2023-11-01,2023-01-01,10,10,350,394098,382173.39,6.0,771,41.7,Cedar,Current,0,complete,2023-11-05,core,0.0,0.0,0.0,1.0,current,none,0
L000263,2023-12-01,2023-01-01,11,11,349,394098,381205.44,6.0,758,41.6,Cedar,Current,0,complete,2023-12-15,core,0.0,0.0,0.0,1.0,current,none,0
L000263,2024-02-01,2023-01-01,13,13,347,394098,378544.62,6.0,743,41.3,Cedar,Delinquent,0,complete,2024-02-11,core,0.0,0.0,0.0,1.0,current,none,0
L000263,2024-04-01,2023-01-01,15,15,345,394098,376336.85,6.0,746,41.1,Cedar,Current,0,complete,2024-04-18,core,0.0,0.0,0.0,1.0,current,none,0
L000263,2024-05-01,2023-01-01,16,16,344,394098,374912.66,6.0,751,40.9,Cedar,Current,0,complete,2024-05-17,core,0.0,0.0,0.0,1.0,prepaid,none,0
L000263,2024-06-01,2023-01-01,17,17,343,394098,374912.66,6.0,754,40.9,Cedar,Prepaid,0,complete,2024-06-04,core,0.0,0.0,0.0,,prepaid,none,0
L000263,2024-08-01,2023-01-01,19,19,341,394098,374912.66,6.0,755,40.9,Cedar,Prepaid,0,complete,2024-08-05,core,0.0,0.0,0.0,,prepaid,none,0
L000263,2024-11-01,2023-01-01,22,22,338,394098,374912.66,6.0,759,40.9,Cedar,Prepaid,0,complete,2024-11-06,core,0.0,0.0,0.0,,prepaid,none,0
L000263,2024-12-01,2023-01-01,23,23,337,394098,374912.66,6.0,750,40.9,Cedar,Prepaid,0,complete,2024-12-20,core,0.0,0.0,0.0,,prepaid,none,0
L000264,2024-02-01,2023-11-01,3,3,237,90840,89291.26,7.75,710,59.1,Atlas,Current,0,complete,2024-02-06,core,0.0,0.0,0.0,0.0,current,none,0
L000264,2024-06-01,2023-11-01,7,7,233,90840,87941.05,7.75,708,58.2,Atlas,Current,0,complete,2024-06-08,core,0.0,0.0,0.0,0.0,current,none,0
L000264,2024-08-01,2023-11-01,9,9,231,90840,87237.69,7.75,719,57.7,Atlas,Current,0,complete,2024-08-17,core,0.0,0.0,0.0,0.0,current,none,0
L000264,2024-09-01,2023-11-01,10,10,230,90840,86992.39,7.75,690,57.6,Atlas,Current,0,complete,2024-09-12,core,0.0,0.0,0.0,0.0,current,none,0
L000264,2024-11-01,2023-11-01,12,12,228,90840,86092.1,7.75,718,57.0,Atlas,Current,0,complete,2024-11-18,core,0.0,0.0,0.0,0.0,current,none,0
L000265,2023-08-01,2023-08-01,0,0,180,392469,390240.68,6.25,740,49.6,Cedar,Delinquent,0,complete,2023-08-19,core,0.0,0.0,0.0,0.0,current,none,0
L000265,2024-01-01,2023-08-01,5,5,175,392469,377470.93,6.25,764,48.0,Cedar,Current,0,complete,2024-01-11,core,0.0,0.0,0.0,0.0,current,none,0
L000265,2024-03-01,2023-08-01,7,7,173,392469,373041.81,6.25,734,47.4,Cedar,Current,0,complete,2024-03-15,core,0.0,0.0,0.0,0.0,current,none,0
L000265,2024-05-01,2023-08-01,9,9,171,392469,369670.7,6.25,760,47.0,Cedar,Current,0,complete,2024-05-03,core,0.0,0.0,0.0,0.0,current,none,0
L000265,2024-06-01,2023-08-01,10,10,170,392469,367767.49,6.25,773,46.8,Cedar,Current,0,complete,2024-06-14,core,0.0,0.0,0.0,0.0,current,none,0
L000265,2024-07-01,2023-08-01,11,11,169,392469,364815.95,6.25,772,46.4,Cedar,Current,0,complete,2024-07-20,core,0.0,0.0,0.0,0.0,current,none,0
L000265,2024-08-01,2023-08-01,12,12,168,392469,362199.18,6.25,751,46.1,Cedar,Current,0,complete,2024-08-20,core,0.0,0.0,0.0,0.0,current,none,0
L000265,2024-10-01,2023-08-01,14,14,166,392469,357656.28,6.25,749,45.5,Cedar,Current,0,complete,2024-10-02,core,0.0,0.0,0.0,0.0,current,none,0
L000265,2024-11-01,2023-08-01,15,15,165,392469,354955.34,6.25,738,45.1,Cedar,Current,0,complete,2024-11-02,core,0.0,0.0,0.0,0.0,current,none,0
L000265,2024-12-01,2023-08-01,16,16,164,392469,352598.27,6.25,751,44.8,Cedar,Current,0,complete,2024-12-19,core,0.0,0.0,0.0,0.0,current,none,0
L000266,2023-09-01,2023-09-01,0,0,240,337363,335927.72,6.25,697,88.8,Cedar,Current,0,complete,2023-09-06,core,0.0,0.0,0.0,0.0,current,none,0
L000266,2023-10-01,2023-09-01,1,1,239,337363,334212.88,6.25,683,88.4,Cedar,Delinquent,0,complete,2023-10-16,core,0.0,0.0,0.0,0.0,current,none,0
L000266,2023-12-01,2023-09-01,3,3,237,337363,331511.89,6.25,698,87.7,Cedar,Current,0,pending,2023-12-18,core,0.0,0.0,0.0,0.0,current,none,0
L000266,2024-02-01,2023-09-01,5,5,235,337363,329021.58,6.25,689,87.0,Cedar,Current,0,complete,2024-02-02,core,0.0,0.0,0.0,0.0,current,none,0
L000266,2024-03-01,2023-09-01,6,6,234,337363,327429.34,6.25,713,86.6,Cedar,Current,0,complete,2024-03-11,core,0.0,0.0,0.0,0.0,current,none,0
L000266,2024-05-01,2023-09-01,8,8,232,337363,324658.79,6.25,696,85.8,Cedar,Current,0,complete,2024-05-10,core,0.0,0.0,0.0,0.0,current,none,0
