loan_id,reporting_month,days_past_due,current_balance,credit_score_band,state,servicer_name,data_quality_score,next_3m_delinquency_flag,predicted_probability,error_type,next_6m_delinquency_flag,next_12m_default_flag,next_12m_prepayment_flag
L000767,2023-08-01,0,633136.42,<620,NY,Cedar,90.0,,0.2933,false_negative,1.0,,
L000396,2023-08-01,0,275489.76,740+,GA,Beacon,82.0,,0.0304,false_negative,1.0,,
L000952,2023-08-01,0,607985.36,<620,GA,Beacon,72.0,,0.026,false_negative,1.0,,
L000141,2023-08-01,30,141810.89,680-739,GA,Atlas,90.0,,0.0906,false_negative,1.0,,
L000427,2023-08-01,0,321551.15,620-679,NY,Atlas,90.0,,0.0291,false_negative,1.0,,
L000428,2023-08-01,90,398950.32,740+,TX,Atlas,82.0,,0.7007,false_positive,0.0,,
L000334,2023-08-01,90,529328.84,680-739,TX,Atlas,80.0,,0.3931,false_negative,1.0,,
L000335,2023-08-01,0,611880.03,<620,CA,Beacon,90.0,,0.3312,false_negative,1.0,,
L000038,2023-08-01,0,428102.17,<620,CA,Beacon,90.0,,0.1736,false_negative,1.0,,
L000728,2023-08-01,0,114130.67,620-679,IL,Beacon,82.0,,0.0899,false_negative,1.0,,
L000322,2023-08-01,0,136448.29,620-679,GA,Beacon,90.0,,0.3333,false_negative,1.0,,
L000975,2023-09-01,0,159250.54,680-739,FL,Beacon,82.0,,0.2937,false_negative,1.0,,
L000375,2023-09-01,0,307054.11,<620,GA,Atlas,90.0,,0.5694,false_positive,0.0,,
L000315,2023-09-01,0,385487.73,680-739,IL,Atlas,80.0,,0.4736,false_negative,1.0,,
L000958,2023-09-01,45,214135.82,680-739,NY,Beacon,78.0,,0.0748,false_negative,1.0,,
L000257,2023-09-01,0,155767.18,680-739,GA,Cedar,90.0,,0.1165,false_negative,1.0,,
L000047,2023-09-01,0,199820.87,<620,NY,Beacon,90.0,,0.2714,false_negative,1.0,,
L000399,2023-09-01,0,169454.27,620-679,IL,Atlas,90.0,,0.5569,false_positive,0.0,,
L000038,2023-09-01,0,426967.89,<620,CA,Beacon,90.0,,0.1796,false_negative,1.0,,
L000235,2023-09-01,0,214305.01,680-739,FL,Cedar,90.0,,0.3112,false_negative,1.0,,
L000513,2023-09-01,0,331940.95,620-679,TX,Cedar,90.0,,0.6423,false_positive,0.0,,
L000974,2023-09-01,0,360889.78,620-679,GA,Atlas,90.0,,0.0681,false_negative,1.0,,
L000380,2023-09-01,0,194947.55,680-739,WA,Beacon,90.0,,0.1248,false_negative,1.0,,
L001038,2023-09-01,0,544260.53,680-739,IL,Cedar,82.0,,0.6746,false_positive,0.0,,
L000619,2023-09-01,0,420163.46,<620,CA,Beacon,82.0,,0.2565,false_negative,1.0,,
L000512,2023-09-01,0,620877.2,<620,IL,Beacon,82.0,,0.1624,false_negative,1.0,,
L000427,2023-09-01,0,320843.95,620-679,NY,Atlas,90.0,,0.0303,false_negative,1.0,,
L001076,2023-09-01,30,586042.81,<620,NY,Beacon,82.0,,0.4752,false_negative,1.0,,
L000054,2023-09-01,0,325865.51,680-739,TX,Cedar,74.0,,0.5033,false_positive,0.0,,
L000335,2023-09-01,0,610253.82,<620,CA,Beacon,90.0,,0.1311,false_negative,1.0,,
L001083,2023-09-01,0,524595.69,740+,TX,Cedar,90.0,,0.4123,false_negative,1.0,,
L000887,2023-09-01,0,435494.49,680-739,TX,Beacon,90.0,,0.2655,false_negative,1.0,,
L000470,2023-09-01,0,197497.44,680-739,GA,Atlas,82.0,,0.0345,false_negative,1.0,,
L000564,2023-09-01,0,473316.48,680-739,TX,Atlas,82.0,,0.1178,false_negative,1.0,,
L000354,2023-09-01,0,622934.43,620-679,IL,Atlas,90.0,,0.3977,false_negative,1.0,,
L000883,2023-09-01,30,515298.07,680-739,FL,Beacon,82.0,,0.5265,false_positive,0.0,,
L001137,2023-09-01,0,252879.1,740+,FL,Atlas,82.0,,0.0932,false_negative,1.0,,
L000488,2023-09-01,15,207689.91,680-739,CA,Cedar,78.0,,0.7239,false_positive,0.0,,
L000889,2023-09-01,0,211399.6,620-679,WA,Beacon,90.0,,0.303,false_negative,1.0,,
L000053,2023-09-01,0,388531.32,620-679,FL,Atlas,82.0,,0.1448,false_negative,1.0,,
L000891,2023-09-01,0,304008.23,620-679,WA,Cedar,82.0,,0.4232,false_negative,1.0,,
L000544,2023-09-01,0,389489.97,680-739,IL,Beacon,90.0,,0.4731,false_negative,1.0,,
L000303,2023-09-01,0,532042.7,620-679,IL,Beacon,90.0,,0.0739,false_negative,1.0,,
L000337,2023-09-01,0,500906.47,<620,IL,Beacon,72.0,,0.1919,false_negative,1.0,,
L000451,2023-09-01,0,553970.52,620-679,IL,Atlas,90.0,,0.6613,false_positive,0.0,,
L000449,2023-09-01,0,316073.22,680-739,CA,Atlas,90.0,,0.0869,false_negative,1.0,,
L000587,2023-09-01,0,239791.75,680-739,WA,Atlas,90.0,,0.0979,false_negative,1.0,,
L000527,2023-09-01,0,435302.52,740+,IL,Cedar,82.0,,0.667,false_positive,0.0,,
L000268,2023-09-01,0,130724.47,<620,NY,Atlas,82.0,,0.0981,false_negative,1.0,,
L000269,2023-09-01,0,197517.06,620-679,GA,Atlas,90.0,,0.1899,false_negative,1.0,,
L000503,2023-09-01,0,139306.79,<620,FL,Cedar,90.0,,0.3957,false_negative,1.0,,
L000359,2023-09-01,0,208714.38,620-679,NY,Cedar,82.0,,0.1017,false_negative,1.0,,
L000878,2023-09-01,0,562416.21,620-679,WA,Cedar,90.0,,0.2701,false_negative,1.0,,
L000463,2023-09-01,0,279657.53,620-679,GA,Beacon,82.0,,0.5314,false_positive,0.0,,
L000460,2023-09-01,0,210076.24,680-739,GA,Cedar,90.0,,0.0302,false_negative,1.0,,
L001045,2023-09-01,0,143204.99,740+,TX,Beacon,82.0,,0.1137,false_negative,1.0,,
L000360,2023-09-01,0,373331.38,680-739,WA,Cedar,90.0,,0.1118,false_negative,1.0,,
L000817,2023-09-01,30,276589.39,<620,WA,Beacon,82.0,,0.84,false_positive,0.0,,
L001019,2023-09-01,0,444078.96,740+,CA,Cedar,82.0,,0.1212,false_negative,1.0,,
L000728,2023-09-01,0,113488.5,620-679,IL,Beacon,82.0,,0.0777,false_negative,1.0,,
L000826,2023-09-01,0,439026.92,620-679,CA,Beacon,90.0,,0.1381,false_negative,1.0,,
L000692,2023-09-01,0,616761.82,740+,TX,Beacon,82.0,,0.4216,false_negative,1.0,,
L000131,2023-09-01,0,331107.12,740+,GA,Beacon,90.0,,0.0471,false_negative,1.0,,
L000733,2023-09-01,45,199904.39,740+,WA,Beacon,70.0,,0.1679,false_negative,1.0,,
L000211,2023-09-01,0,622753.8,<620,IL,Beacon,82.0,,0.4656,false_negative,1.0,,
L000230,2023-09-01,0,226853.29,620-679,CA,Cedar,90.0,,0.0322,false_negative,1.0,,
L000117,2023-09-01,0,633842.09,<620,IL,Cedar,82.0,,0.7645,false_positive,0.0,,
L000667,2023-09-01,0,619088.13,740+,CA,Atlas,90.0,,0.0962,false_negative,1.0,,
L000771,2023-09-01,30,449896.65,620-679,CA,Cedar,90.0,,0.2369,false_negative,1.0,,
L000186,2023-09-01,0,286900.86,620-679,FL,Cedar,90.0,,0.2028,false_negative,1.0,,
L000187,2023-09-01,90,509973.96,740+,WA,Atlas,70.0,,0.7601,false_positive,0.0,,
L001025,2023-09-01,0,157940.14,740+,CA,Beacon,90.0,,0.4818,false_negative,1.0,,
L001007,2023-09-01,0,504157.61,620-679,CA,Beacon,90.0,,0.5126,false_positive,0.0,,
L000700,2023-09-01,0,490023.05,740+,TX,Beacon,90.0,,0.0096,false_negative,1.0,,
L000227,2023-09-01,0,217567.62,<620,IL,Atlas,82.0,,0.0816,false_negative,1.0,,
L000202,2023-09-01,0,119257.01,680-739,FL,Beacon,82.0,,0.0454,false_negative,1.0,,
L000813,2023-09-01,0,342457.06,620-679,GA,Atlas,80.0,,0.2376,false_negative,1.0,,
L000137,2023-09-01,30,138636.82,740+,GA,Atlas,82.0,,0.5315,false_positive,0.0,,
L000680,2023-09-01,0,433493.06,620-679,TX,Beacon,90.0,,0.291,false_negative,1.0,,
L000745,2023-09-01,0,314434.69,740+,WA,Beacon,90.0,,0.0109,false_negative,1.0,,
L000207,2023-09-01,0,579684.97,620-679,NY,Beacon,82.0,,0.0283,false_negative,1.0,,
L000709,2023-09-01,0,169041.51,<620,TX,Atlas,82.0,,0.1014,false_negative,1.0,,
L000807,2023-09-01,0,328599.01,<620,IL,Cedar,90.0,,0.1797,false_negative,1.0,,
L000767,2023-09-01,0,631074.92,<620,NY,Cedar,90.0,,0.2378,false_negative,1.0,,
L000200,2023-09-01,0,445642.23,740+,FL,Beacon,82.0,,0.0189,false_negative,1.0,,
L001048,2023-10-01,0,420423.79,620-679,IL,Atlas,90.0,,0.2723,false_negative,1.0,,
L000700,2023-10-01,0,488876.88,740+,TX,Beacon,90.0,,0.0213,false_negative,1.0,,
L000527,2023-10-01,0,432336.24,740+,IL,Cedar,82.0,,0.647,false_positive,0.0,,
L001076,2023-10-01,0,581460.38,<620,NY,Beacon,82.0,,0.3712,false_negative,1.0,,
L000202,2023-10-01,0,118667.89,680-739,FL,Beacon,82.0,,0.1194,false_negative,1.0,,
L000303,2023-10-01,0,530772.3,620-679,IL,Beacon,90.0,,0.1423,false_negative,1.0,,
L000544,2023-10-01,0,388275.89,680-739,IL,Beacon,90.0,,0.3267,false_negative,1.0,,
L000551,2023-10-01,0,,680-739,WA,Beacon,69.1,,0.2611,false_negative,1.0,,
L000692,2023-10-01,0,613045.54,740+,TX,Beacon,82.0,,0.4101,false_negative,1.0,,
L000962,2023-10-01,30,94291.48,620-679,FL,Atlas,80.0,,0.0276,false_negative,1.0,,
L000299,2023-10-01,0,544877.35,620-679,TX,Cedar,90.0,,0.512,false_positive,0.0,,
L000533,2023-10-01,0,316241.79,680-739,GA,Cedar,90.0,,0.2717,false_negative,1.0,,
L000564,2023-10-01,0,471029.4,680-739,TX,Atlas,82.0,,0.1564,false_negative,1.0,,
L000539,2023-10-01,0,616222.77,680-739,NY,Atlas,90.0,,0.0534,false_negative,1.0,,
L000422,2023-10-01,0,549592.1,620-679,TX,Cedar,82.0,,0.1,false_negative,1.0,,
L000380,2023-10-01,0,194437.59,680-739,WA,Beacon,90.0,,0.22,false_negative,1.0,,
L000965,2023-10-01,0,230710.79,620-679,IL,Cedar,82.0,,0.5815,false_positive,0.0,,
L000540,2023-10-01,0,516734.74,<620,TX,Atlas,90.0,,0.1161,false_negative,1.0,,
L000887,2023-10-01,0,434323.96,680-739,TX,Beacon,90.0,,0.0886,false_negative,1.0,,
L000117,2023-10-01,0,630863.51,<620,IL,Cedar,82.0,,0.7899,false_positive,0.0,,
L000230,2023-10-01,0,226253.23,620-679,CA,Cedar,90.0,,0.0337,false_negative,1.0,,
L000935,2023-10-01,0,188131.31,740+,GA,Atlas,82.0,,0.032,false_negative,1.0,,
L001112,2023-10-01,0,558542.71,620-679,TX,Atlas,90.0,,0.0517,false_negative,1.0,,
L000451,2023-10-01,0,552606.57,620-679,IL,Atlas,90.0,,0.7204,false_positive,0.0,,
L000942,2023-10-01,0,177909.13,680-739,IL,Beacon,74.0,,0.1386,false_negative,1.0,,
L000460,2023-10-01,0,209353.69,680-739,GA,Cedar,90.0,,0.0676,false_negative,1.0,,
L000135,2023-10-01,0,611692.44,620-679,WA,Atlas,90.0,,0.0102,false_negative,1.0,,
L000488,2023-10-01,45,207042.96,680-739,CA,Cedar,78.0,,0.5936,false_positive,0.0,,
L000322,2023-10-01,0,135602.02,620-679,GA,Beacon,90.0,,0.5605,false_positive,0.0,,
L000324,2023-10-01,0,152821.4,<620,TX,Atlas,82.0,,0.2841,false_negative,1.0,,
L000182,2023-10-01,0,277835.41,620-679,GA,Atlas,90.0,,0.5323,false_positive,0.0,,
L001024,2023-10-01,0,321095.82,<620,IL,Cedar,82.0,,0.05,false_negative,1.0,,
L000515,2023-10-01,0,477908.21,740+,NY,Cedar,82.0,,0.1711,false_negative,1.0,,
L000709,2023-10-01,0,168399.39,<620,TX,Atlas,82.0,,0.0989,false_negative,1.0,,
L001137,2023-10-01,0,251982.87,740+,FL,Atlas,82.0,,0.1496,false_negative,1.0,,
L000728,2023-10-01,0,112880.42,620-679,IL,Beacon,82.0,,0.0954,false_negative,1.0,,
L000337,2023-10-01,0,499056.06,<620,IL,Beacon,72.0,,0.2477,false_negative,1.0,,
L000335,2023-10-01,0,608613.66,<620,CA,Beacon,90.0,,0.1802,false_negative,1.0,,
L000503,2023-10-01,0,138869.9,<620,FL,Cedar,90.0,,0.4646,false_negative,1.0,,
L000035,2023-10-01,0,377915.62,620-679,IL,Beacon,82.0,,0.05,false_negative,1.0,,
L000952,2023-10-01,0,604206.41,<620,GA,Beacon,72.0,,0.0669,false_negative,1.0,,
L000032,2023-10-01,30,172495.57,680-739,IL,Cedar,90.0,,0.1745,false_negative,1.0,,
L000420,2023-07-01,0,266642.01,620-679,WA,Atlas,72.0,,0.0063,false_negative,,1.0,
L000762,2023-07-01,0,523047.13,620-679,CA,Cedar,90.0,,0.4135,false_negative,,1.0,
L000447,2023-07-01,0,108186.68,680-739,WA,Cedar,90.0,,0.0087,false_negative,,1.0,
L000427,2023-07-01,0,322528.89,620-679,NY,Atlas,90.0,,0.1931,false_negative,,1.0,
L000757,2023-07-01,0,243546.07,620-679,FL,Atlas,90.0,,0.1034,false_negative,,1.0,
L000375,2023-07-01,0,308739.55,<620,GA,Atlas,90.0,,0.538,false_positive,,0.0,
L000202,2023-07-01,30,120268.9,680-739,FL,Beacon,82.0,,0.1086,false_negative,,1.0,
L000197,2023-07-01,0,312618.98,620-679,NY,Atlas,82.0,,0.7056,false_positive,,0.0,
L000207,2023-07-01,0,585803.44,620-679,NY,Beacon,82.0,,0.075,false_negative,,1.0,
L000680,2023-07-01,0,436045.08,620-679,TX,Beacon,90.0,,0.4127,false_negative,,1.0,
L000337,2023-07-01,0,504341.63,<620,IL,Beacon,72.0,,0.1169,false_negative,,1.0,
L000335,2023-07-01,0,613853.31,<620,CA,Beacon,90.0,,0.6215,false_positive,,0.0,
L000497,2023-07-01,0,155583.65,<620,FL,Beacon,90.0,,0.0689,false_negative,,1.0,
L000252,2023-07-01,0,213065.94,680-739,CA,Atlas,90.0,,0.4333,false_negative,,1.0,
L000666,2023-07-01,0,426940.38,680-739,CA,Cedar,80.0,,0.3407,false_negative,,1.0,
L000512,2023-07-01,0,626216.48,<620,IL,Beacon,82.0,,0.0207,false_negative,,1.0,
L000118,2023-07-01,0,573699.17,<620,CA,Atlas,82.0,,0.5504,false_positive,,0.0,
L000777,2023-07-01,0,492411.56,680-739,IL,Cedar,80.0,,0.0038,false_negative,,1.0,
L000937,2023-07-01,0,617266.58,<620,NY,Atlas,90.0,,0.3554,false_negative,,1.0,
L000197,2023-08-01,0,310597.56,620-679,NY,Atlas,82.0,,0.5618,false_positive,,0.0,
L000512,2023-08-01,0,623435.67,<620,IL,Beacon,82.0,,0.1162,false_negative,,1.0,
L000053,2023-08-01,0,390616.63,620-679,FL,Atlas,82.0,,0.4229,false_negative,,1.0,
L000192,2023-08-01,0,397860.24,<620,GA,Atlas,82.0,,0.0661,false_negative,,1.0,
L000118,2023-08-01,0,569624.45,<620,CA,Atlas,82.0,,0.5508,false_positive,,0.0,
L000207,2023-08-01,0,583377.4,620-679,NY,Beacon,82.0,,0.022,false_negative,,1.0,
L000851,2023-08-01,0,568094.7,620-679,TX,Atlas,90.0,,0.4643,false_negative,,1.0,
L000082,2023-08-01,0,250259.03,620-679,CA,Beacon,82.0,,0.0483,false_negative,,1.0,
L000252,2023-08-01,0,212477.92,680-739,CA,Atlas,90.0,,0.4516,false_negative,,1.0,
L000227,2023-08-01,0,218468.77,<620,IL,Atlas,82.0,,0.4651,false_negative,,1.0,
L000638,2023-08-01,45,126862.07,<620,FL,Cedar,70.0,,0.1236,false_negative,,1.0,
L000843,2023-08-01,30,265463.46,680-739,CA,Beacon,72.0,,0.4685,false_negative,,1.0,
L000666,2023-08-01,0,425712.89,680-739,CA,Cedar,80.0,,0.3714,false_negative,,1.0,
L000779,2023-08-01,0,422129.53,<620,GA,Atlas,82.0,,0.6989,false_positive,,0.0,
L000454,2023-08-01,0,343679.01,<620,CA,Atlas,82.0,,0.5813,false_positive,,0.0,
L000762,2023-08-01,0,521481.64,620-679,CA,Cedar,90.0,,0.3209,false_negative,,1.0,
L000964,2023-08-01,0,447724.04,<620,TX,Atlas,74.0,,0.0253,false_negative,,1.0,
L000447,2023-08-01,0,107885.77,680-739,WA,Cedar,90.0,,0.0194,false_negative,,1.0,
L000141,2023-08-01,30,141810.89,680-739,GA,Atlas,90.0,,0.2639,false_negative,,1.0,
L000427,2023-08-01,0,321551.15,620-679,NY,Atlas,90.0,,0.2483,false_negative,,1.0,
L000497,2023-08-01,0,155117.29,<620,FL,Beacon,90.0,,0.1346,false_negative,,1.0,
L000335,2023-08-01,0,611880.03,<620,CA,Beacon,90.0,,0.5133,false_positive,,0.0,
L000337,2023-08-01,0,502523.13,<620,IL,Beacon,72.0,,0.0827,false_negative,,1.0,
L000610,2023-09-01,0,511839.46,620-679,CA,Beacon,82.0,,0.0053,false_negative,,1.0,
L000257,2023-09-01,0,155767.18,680-739,GA,Cedar,90.0,,0.3193,false_negative,,1.0,
L000047,2023-09-01,0,199820.87,<620,NY,Beacon,90.0,,0.2616,false_negative,,1.0,
L000514,2023-09-01,0,321323.42,<620,IL,Beacon,90.0,,0.5994,false_positive,,0.0,
L000638,2023-09-01,0,126209.76,<620,FL,Cedar,82.0,,0.1017,false_negative,,1.0,
L001038,2023-09-01,0,544260.53,680-739,IL,Cedar,82.0,,0.3888,false_negative,,1.0,
L000512,2023-09-01,0,620877.2,<620,IL,Beacon,82.0,,0.1148,false_negative,,1.0,
L000427,2023-09-01,0,320843.95,620-679,NY,Atlas,90.0,,0.2512,false_negative,,1.0,
L000964,2023-09-01,0,390488.7,<620,TX,Atlas,82.0,,0.0134,false_negative,,1.0,
L000988,2023-09-01,0,523259.98,740+,CA,Cedar,82.0,,0.0857,false_negative,,1.0,
L000497,2023-09-01,0,154804.4,<620,FL,Beacon,90.0,,0.1473,false_negative,,1.0,
L001137,2023-09-01,0,252879.1,740+,FL,Atlas,82.0,,0.0162,false_negative,,1.0,
L000931,2023-09-01,0,219044.77,<620,IL,Beacon,90.0,,0.1894,false_negative,,1.0,
L000053,2023-09-01,0,388531.32,620-679,FL,Atlas,82.0,,0.4504,false_negative,,1.0,
L000337,2023-09-01,0,500906.47,<620,IL,Beacon,72.0,,0.0795,false_negative,,1.0,
L000451,2023-09-01,0,553970.52,620-679,IL,Atlas,90.0,,0.5051,false_positive,,0.0,
L000449,2023-09-01,0,316073.22,680-739,CA,Atlas,90.0,,0.021,false_negative,,1.0,
L000447,2023-09-01,0,107561.66,680-739,WA,Cedar,90.0,,0.0072,false_negative,,1.0,
L000269,2023-09-01,0,197517.06,620-679,GA,Atlas,90.0,,0.2512,false_negative,,1.0,
L001045,2023-09-01,0,143204.99,740+,TX,Beacon,82.0,,0.0053,false_negative,,1.0,
L000817,2023-09-01,30,276589.39,<620,WA,Beacon,82.0,,0.6456,false_positive,,0.0,
L000197,2023-09-01,0,309015.45,620-679,NY,Atlas,82.0,,0.5833,false_positive,,0.0,
L000105,2023-09-01,0,405568.18,680-739,NY,Cedar,82.0,,0.1768,false_negative,,1.0,
L000192,2023-09-01,0,395980.46,<620,GA,Atlas,82.0,,0.3183,false_negative,,1.0,
L000118,2023-09-01,0,566679.77,<620,CA,Atlas,82.0,,0.5588,false_positive,,0.0,
L000777,2023-09-01,0,489571.27,680-739,IL,Cedar,80.0,,0.0018,false_negative,,1.0,
L000161,2023-09-01,0,222466.16,620-679,NY,Atlas,90.0,,0.5498,false_positive,,0.0,
L000227,2023-09-01,0,217567.62,<620,IL,Atlas,82.0,,0.299,false_negative,,1.0,
L000202,2023-09-01,0,119257.01,680-739,FL,Beacon,82.0,,0.0863,false_negative,,1.0,
L000779,2023-09-01,0,419824.23,<620,GA,Atlas,82.0,,0.6879,false_positive,,0.0,
L000680,2023-09-01,0,433493.06,620-679,TX,Beacon,90.0,,0.3241,false_negative,,1.0,
L000207,2023-09-01,0,579684.97,620-679,NY,Beacon,82.0,,0.0356,false_negative,,1.0,
L000709,2023-09-01,0,169041.51,<620,TX,Atlas,82.0,,0.0258,false_negative,,1.0,
L000192,2023-10-01,0,393840.61,<620,GA,Atlas,82.0,,0.1188,false_negative,,1.0,
L000202,2023-10-01,0,118667.89,680-739,FL,Beacon,82.0,,0.1971,false_negative,,1.0,
L000695,2023-10-01,0,433544.97,620-679,IL,Atlas,90.0,,0.16,false_negative,,1.0,
L000292,2023-10-01,45,107241.86,<620,TX,Beacon,68.0,,0.0274,false_negative,,1.0,
L000962,2023-10-01,30,94291.48,620-679,FL,Atlas,80.0,,0.0151,false_negative,,1.0,
L000549,2023-10-01,0,131640.58,680-739,GA,Cedar,90.0,,0.073,false_negative,,1.0,
L000809,2023-10-01,0,238962.02,<620,CA,Atlas,90.0,,0.0536,false_negative,,1.0,
L000539,2023-10-01,0,616222.77,680-739,NY,Atlas,90.0,,0.0455,false_negative,,1.0,
L000757,2023-10-01,0,241270.29,620-679,FL,Atlas,90.0,,0.1187,false_negative,,1.0,
L000422,2023-10-01,0,549592.1,620-679,TX,Cedar,82.0,,0.4051,false_negative,,1.0,
L000306,2023-10-01,0,246055.52,620-679,FL,Atlas,90.0,,0.0353,false_negative,,1.0,
L000420,2023-10-01,0,261702.95,620-679,WA,Atlas,72.0,,0.01,false_negative,,1.0,
L000197,2023-10-01,0,307177.28,620-679,NY,Atlas,82.0,,0.6652,false_positive,,0.0,
L000451,2023-10-01,0,552606.57,620-679,IL,Atlas,90.0,,0.5347,false_positive,,0.0,
L000777,2023-10-01,0,488283.62,680-739,IL,Cedar,80.0,,0.0019,false_negative,,1.0,
L000020,2023-10-01,0,359272.86,<620,IL,Beacon,82.0,,0.1475,false_negative,,1.0,
L000779,2023-10-01,0,417634.76,<620,GA,Atlas,82.0,,0.7069,false_positive,,0.0,
L000324,2023-10-01,0,152821.4,<620,TX,Atlas,82.0,,0.4419,false_negative,,1.0,
L000709,2023-10-01,0,168399.39,<620,TX,Atlas,82.0,,0.0097,false_negative,,1.0,
L001137,2023-10-01,0,251982.87,740+,FL,Atlas,82.0,,0.0245,false_negative,,1.0,
L000337,2023-10-01,0,499056.06,<620,IL,Beacon,72.0,,0.1102,false_negative,,1.0,
L000504,2023-10-01,0,401422.18,620-679,FL,Atlas,90.0,,0.646,false_positive,,0.0,
L000497,2023-10-01,0,154383.75,<620,FL,Beacon,90.0,,0.0812,false_negative,,1.0,
L000970,2023-10-01,0,173704.11,<620,FL,Atlas,90.0,,0.1505,false_negative,,1.0,
L000817,2023-10-01,0,275360.95,<620,WA,Beacon,82.0,,0.5852,false_positive,,0.0,
L000257,2023-10-01,0,155272.92,680-739,GA,Cedar,90.0,,0.4004,false_negative,,1.0,
L000668,2023-10-01,0,312397.17,680-739,WA,Beacon,90.0,,0.0081,false_negative,,1.0,
L000105,2023-10-01,0,452101.35,680-739,NY,Cedar,74.0,,0.2359,false_negative,,1.0,
L000404,2023-10-01,0,270159.26,<620,CA,Beacon,82.0,,0.619,false_positive,,0.0,
L000269,2023-10-01,30,196933.87,620-679,GA,Atlas,90.0,,0.2413,false_negative,,1.0,
L000638,2023-10-01,0,125585.74,<620,FL,Cedar,82.0,,0.0964,false_negative,,1.0,
L000210,2023-10-01,0,-25.0,620-679,IL,Beacon,67.0,,0.0686,false_negative,,1.0,
L000228,2023-10-01,0,179346.07,680-739,CA,Cedar,90.0,,0.0044,false_negative,,1.0,
L000082,2023-10-01,30,247432.44,620-679,CA,Beacon,70.0,,0.0336,false_negative,,1.0,
L000653,2023-10-01,0,565179.03,620-679,WA,Atlas,82.0,,0.5864,false_positive,,0.0,
L000404,2023-11-01,0,268853.17,<620,CA,Beacon,82.0,,0.6249,false_positive,,0.0,
L000504,2023-11-01,0,400197.99,620-679,FL,Atlas,90.0,,0.672,false_positive,,0.0,
L000337,2023-11-01,0,515010.49,<620,IL,Beacon,74.0,,0.1171,false_negative,,1.0,
L001137,2023-11-01,0,251032.18,740+,FL,Atlas,82.0,,0.017,false_negative,,1.0,
L000227,2023-11-01,30,215807.27,<620,IL,Atlas,82.0,,0.3757,false_negative,,1.0,
L000020,2023-11-01,0,357365.78,<620,IL,Beacon,82.0,,0.1198,false_negative,,1.0,
L000638,2023-11-01,15,125015.93,<620,FL,Cedar,82.0,,0.1654,false_negative,,1.0,
L000777,2023-11-01,0,486846.88,680-739,IL,Cedar,80.0,,0.0029,false_negative,,1.0,
L000161,2023-11-01,0,221372.12,620-679,NY,Atlas,90.0,,0.544,false_positive,,0.0,
L000449,2023-11-01,30,314334.35,680-739,CA,Atlas,90.0,,0.0372,false_negative,,1.0,
L000228,2023-11-01,0,178825.07,680-739,CA,Cedar,90.0,,0.0033,false_negative,,1.0,
L000447,2023-11-01,0,106831.5,680-739,WA,Cedar,90.0,,0.0139,false_negative,,1.0,
L000739,2023-11-01,0,555973.55,620-679,IL,Beacon,90.0,,0.109,false_negative,,1.0,
L000348,2023-11-01,0,162616.43,<620,GA,Beacon,82.0,,0.0219,false_negative,,1.0,
L001079,2023-11-01,0,187243.69,680-739,WA,Atlas,72.0,,0.0265,false_negative,,1.0,
L000001,2023-11-01,0,314849.91,620-679,IL,Cedar,82.0,,0.0155,false_negative,,1.0,
L000610,2023-11-01,0,509022.82,620-679,CA,Beacon,90.0,,0.0258,false_negative,,1.0,
L000803,2023-11-01,0,190427.69,620-679,WA,Beacon,82.0,,0.0318,false_negative,,1.0,
L000549,2023-11-01,0,126581.1,680-739,GA,Cedar,82.0,,0.0511,false_negative,,1.0,
L000548,2023-11-01,0,200485.17,<620,GA,Cedar,82.0,,0.083,false_negative,,1.0,
L000539,2023-11-01,0,614208.23,680-739,NY,Atlas,90.0,,0.0814,false_negative,,1.0,
L000427,2023-11-01,0,318878.66,620-679,NY,Atlas,90.0,,0.2998,false_negative,,1.0,
L000117,2023-11-01,0,627950.07,<620,IL,Cedar,82.0,,0.5057,false_positive,,0.0,
L000762,2023-11-01,0,516807.99,620-679,CA,Cedar,90.0,,0.4069,false_negative,,1.0,
L000053,2023-11-01,0,383979.14,620-679,FL,Atlas,82.0,,0.4248,false_negative,,1.0,
L000809,2023-11-01,0,238265.57,<620,CA,Atlas,90.0,,0.0359,false_negative,,1.0,
L000680,2023-11-01,0,431029.02,620-679,TX,Beacon,90.0,,0.4205,false_negative,,1.0,
L000207,2023-11-01,0,572559.97,620-679,NY,Beacon,82.0,,0.052,false_negative,,1.0,
L000210,2023-11-01,0,284384.65,620-679,IL,Beacon,82.0,,0.0958,false_negative,,1.0,
L000292,2023-11-01,0,106920.87,<620,TX,Beacon,80.0,,0.0365,false_negative,,1.0,
L000105,2023-11-01,0,449874.16,680-739,NY,Cedar,82.0,,0.3069,false_negative,,1.0,
L000514,2023-11-01,0,319668.08,<620,IL,Beacon,90.0,,0.6041,false_positive,,0.0,
L000513,2023-11-01,0,330186.78,620-679,TX,Cedar,90.0,,0.1013,false_negative,,1.0,
L000512,2023-11-01,0,614884.21,<620,IL,Beacon,82.0,,0.1799,false_negative,,1.0,
L000257,2023-11-01,0,154891.14,680-739,GA,Cedar,90.0,,0.3219,false_negative,,1.0,
L001125,2023-11-01,0,248496.35,620-679,GA,Beacon,90.0,,0.0571,false_negative,,1.0,
L000988,2023-11-01,0,516900.39,740+,CA,Cedar,82.0,,0.0474,false_negative,,1.0,
L000118,2023-11-01,0,559731.44,<620,CA,Atlas,82.0,,0.5438,false_positive,,0.0,
